425, 0.19774, 0.009799527, 0.009813682, 0
475, 0.112943, 0.006342271, 0.01507609, 0
525, 0.06941435, 0.003352283, 0.021903, 0
575, 0.05012969, 0.002823049, 0.02958327, 0
625, 0.03070366, 0.001761834, 0.03513014, 0
675, 0.02026996, 0.001215477, 0.04195705, 0
725, 0.01303181, 0.0008868183, 0.04181482, 0
775, 0.01070745, 0.001028703, 0.05390414, 0
825, 0.00740197, 0.0005972553, 0.05589532, 0
875, 0.005077012, 0.0004461653, 0.05845541, 0
925, 0.003674153, 0.0003594618, 0.06272223, 0
975, 0.002892705, 0.0003105516, 0.06158441, 0
1025, 0.001735623, 0, 0.05717537, 0
1075, 0.0010413738, 0, 0.0547575, 0
1125, 0.0006248, 0, 0.05518418, 0
1175, 0.00037488, 0, 0.05333523, 0
1225, 0.000224928, 0, 0.04707723, 0
1275, 0.00013496, 0, 0.03584127, 0
1325, 8.0976e-5, 0, 0.03200114, 0
1375, 4.8586e-5, 0, 0.02830323, 0
