750, 0.063, 0, 0.0619, 0, 0.059, 0 
850, 0.081, 0, 0.08, 0, 0.078, 0
950, 0.0835, 0, 0.0845, 0, 0.087, 0 
1050, 0.083, 0, 0.0825, 0, 0.082, 0
1150, 0.0745, 0, 0.0736, 0, 0.0723, 0
1250, 0.0668, 0, 0.0658, 0, 0.062, 0
1350, 0.053, 0, 0.0501, 0, 0.046, 0
1450, 0.0396, 0, 0.038, 0, 0.034, 0
1550, 0.029, 0, 0.0273, 0, 0.0242, 0
1650, 0.0224, 0, 0.02, 0, 0.018, 0
1750, 0.016, 0, 0.014, 0, 0.013, 0
1850, 0.0117, 0, 0.01, 0, 0.0085, 0
1950, 0.0074, 0, 0.0063, 0, 0.006, 0
