50, 0, 0, 0, 0, 0.0005, 0
150, 0.002, 0, 0.003, 0, 0.003, 0
250, 0.0425, 0, 0.05, 0, 0.056, 0 
350, 0.159, 0, 0.171, 0, 0.182, 0
450, 0.1795, 0, 0.175, 0, 0.17, 0
550, 0.1175, 0, 0.112, 0, 0.1035, 0
650, 0.074, 0, 0.066, 0, 0.059, 0
750, 0.038, 0, 0.0325, 0, 0.027, 0
850, 0.0165, 0, 0.014, 0, 0.01, 0
950, 0.009, 0, 0.0075, 0, 0.007, 0
