425, 0.19774, 0.009799527, 0.2002093, 0
475, 0.112943, 0.006342271, 0.1155364, 0
525, 0.06941435, 0.003352283, 0.07157242, 0
575, 0.05012969, 0.002823049, 0.05179487, 0
625, 0.03070366, 0.001761834, 0.03466389, 0
675, 0.02026996, 0.001215477, 0.02357588, 0
725, 0.01303181, 0.0008868183, 0.01566182, 0
775, 0.01070745, 0.001028703, 0.01076923, 0
825, 0.00740197, 0.0005972553, 0.007817048, 0
875, 0.005077012, 0.0004461653, 0.005114345, 0
925, 0.003674153, 0.0003594618, 0.003866944, 0
975, 0.002892705, 0.0003105516, 0.002952183, 0
