9.95889, 0.0580491, 0
11.3694, 0.05176, 0
12.9796, 0.0467595, 0
14.818, 0.0424742, 0
16.9166, 0.0384213, 0
19.3126, 0.0348728, 0
22.0478, 0.0323495, 0
25.1705, 0.0303867, 0
28.7354, 0.0288077, 0
32.8052, 0.0275733, 0
37.4514, 0.0266304, 0
42.7557, 0.0259056, 0
48.8113, 0.0256179, 0
55.7244, 0.0254672, 0
63.6167, 0.0254111, 0
72.6268, 0.0254802, 0
82.9131, 0.0256596, 0
94.6561, 0.0258597, 0
108.062, 0.0261319, 0
123.367, 0.0265307, 0
140.84, 0.026953, 0
160.787, 0.027415, 0
183.56, 0.0280115, 0
209.557, 0.0286547, 0
239.237, 0.0293383, 0
273.121, 0.030123, 0
311.803, 0.0309272, 0
355.964, 0.0317815, 0
406.38, 0.0329514, 0
463.936, 0.0341957, 0
529.643, 0.0354222, 0
604.657, 0.0366346, 0
690.295, 0.0379328, 0
788.063, 0.0392329, 0
899.677, 0.0404807, 0
1027.1, 0.0417225, 0
1172.57, 0.0429116, 0
1338.64, 0.0440774, 0
1528.23, 0.045142, 0
1744.68, 0.0461667, 0
